Mã hàng,Mã vạch,Tên hàng,ĐVT,Parent_SKU
TAC1035,3182550711036,TA hạt cho chó - Urinary Canine 2kg,Bao,
TAC1036,3182550771719,"TA hạt cho chó - Hepatic Canine 1,5kg",Bao,
TAC1037,3182551055870,TA hạt cho chó - PRO Medium Adult 19kg,Bao,
TAC1038,8938509770068,Ganador Adult Lamb&Rice-Thùng 9kg(6x1.5kg)-TA chó,Gói,
TAC1038,497655585823399,,Thùng,
TAC1039,8938509770464,Ganador Adult Lamb&Rice-Thùng 12kg(4x3kg)-TA chó,Gói,
TAC1039,497655585823398,,Thùng,
TAC1040,8938509770457,Ganador Adult Lamb&Rice-Bao 20kg(50x400g)-TA chó,Gói,
TAC1040,497655585823397,,Bao,
TAC1041,8938509770204,Ganador Adult Salmon&Rice-Bao 20kg(50x400g)-TA chó,Gói,
TAC1041,497655585823404,,Bao,
TAC1042,8938509770488,Ganador Puppy Milk with DHA-Bao 20kg(50x400g)-TA chó,Gói,
TAC1042,497655585823405,,Bao,
TAC1043,8938509770495,Ganador Puppy Milk with DHA-Thùng 12kg(4x3kg)-TA chó,Gói,
TAC1043,497655585823406,,Thùng,
TAC1044,8938509770518,Fibs Adult-Bao 20kg(50x400g)-TA chó,Gói,
TAC1044,497655585823391,,Bao,
TAC1045,8938509770327,Ganador Adult Roasted Chicken Flavor-Bao 20kg(50x400g)-TA chó,Gói,
TAC1045,497655585823402,,Bao,
TAC1046,8938509770334,Ganador Adult Roasted Chicken Flavor-Thùng 12kg(4x3kg)-TA chó,Gói,
TAC1046,497655585823403,,Thùng,
TAC1047,8938509770755,"Ganador Adult Roasted Beef Flavor-TL-Thùng 9kg(6x1,5kg)-TA chó",Gói,
TAC1047,497655585823401,,Thùng,
TAC1049,8809293595390,TA hỗn hợp hoàn chỉnh cho chó - ANF 6Free+Indoor Dog Salmon & White Fish 1.6kg,Túi,
TAC1050,8809293595437,TA hỗn hợp hoàn chỉnh cho chó - ANF 6Free+Indoor Dog Duck & Salmon 1.6kg,Túi,
TAC1051,8809293595376,TA hỗn hợp hoàn chỉnh cho chó - ANF 6Free+Indoor Dog Lamb & Rice 1.6kg,Túi,
TAC1052,8850477000612,Smartheart Gold Puppy - 1 kg.,Gói,
TAC1053,8850477880818,Smartheart Gold Lamb & Rice-Adult -1kgx12gói,Gói,
TAC1054,8850477882812,Smartheart Gold Lamb & Rice-Toy & Small Breeds-1kg x 12gói,Gói,
TAC1055,8850477002630,Smartheart Power Pack-Adult Medium To Large Breed Dog-3kg x 4gói,Gói,
TAC1056,8850477002678,Smartheart Power Pack-Puppy-3kg x 4gói,Gói,
TAC1057,8850477811027,SmartHeart Puppy Beef & Milk Flavor - 1.3 kg ( 6 x 1 / Carton ),Gói,
TAC1058,8850477812024,SmartHeart Small Breeds Roast Beef Flavor - 1.3 kg ( 6 x 1 / Carton ),Gói,
TAC1059,8850477810051,SmartHeart Adult Roast Beef Flavor - 1.5 kg ( 6 x 1 / Carton ),Gói,
TAC1060,8850477001237,Smartheart Adult Dog Lamb and Rice Flavor-1.5kgx6gói,Gói,
TAC1061,8850477811355,SmartHeart Puppy Beef & Milk Flavor - 2.7 kg ( 4 x 1 / Carton ),Gói,
TAC1062,8850477810037,SmartHeart Adult Roast Beef Flavor - 3 kg ( 4 x 1 / Carton ),Gói,
TAC1063,8850477001251,SmartHeart Adult Dog Lamb And Rice Flavor - 3 kg ( 4 x 1 / Carton ),Gói,
TAC1064,8850477034327,SmartHeart Puppy Beef & Milk Flavor - 8 kg (400 g X 20),Gói,
TAC1064,497655585823558,,Bao,
TAC1065,8850477034334,SmartHeart Small Breeds Roast Beef Flavor - 8 kg (400 g X 20),Gói,
TAC1065,497655585823559,,Bao,
TAC1066,8850477034310,SmartHeart Adult Roast Beef Flavor - 20 kg (400 g X 50),Gói,
TAC1066,497655585823557,,Bao,
TAC1067,aprocho,A Pro I.Q. Formula - 20 kg (500 g X 40),Gói,
TAC1067,497655585823344,,Bao,
TAC1068,classic400,Classic Pets Adult Dog Beef Flavour - 20 kg (400 g X 50),Gói,
TAC1068,497655585823376,,Bao,
TAC1069,classicpp,Classic Pets Puppy Milk Flavour - 10 kg (400 g X 25),Gói,
TAC1069,497655585823377,,Bao,
TAC1070,8850477016989,Luvcare Puppy Small Breed - 500 g (500g x18gói),Gói,
TAC1071,8850477017443,Luvcare Puppy Medium Breed - 500 g (500g x18gói),Gói,
TAC1072,8850477015678,Luvcare Adult Small Breed - 500 g (500g x18gói),Gói,
TAC1073,8850477016996,Luvcare Puppy Small Breed - 2 kg (2kg x6gói),Gói,
TAC1074,8850477015685,Luvcare Adult Small Breed - 2 kg (2kg x6gói),Gói,
TAC1075,8850477017405,Luvcare Adult Medium Breed Dog - 500 g (500g x18gói),Gói,
TAC1076,9334214022925,Thuc An Cho-Vi Bo&rau cu tui 1.5kg_ N,Túi,
TAC1076,497655585823614,,Thùng,
TAC1077,9310022530708,Thuc An Cho con-Vi Ga & trung&sua 1.3kg,Túi,
TAC1077,497655585823606,,Thùng,
TAC1078,6914973309708,T.An Cho - vi bo&rau cu tui 500g_N,Túi,
TAC1078,497655585823563,,Thùng,
TAC1079,6914973309807,Thuc An Cho con-Vi Ga & trung&sua 400g,Túi,
TAC1079,497655585823607,,Thùng,
TAC1080,9334214022956,Thuc An Cho-Vi Ga&rau cu tui 1.5kg_ N,Túi,
TAC1080,497655585823617,,Thùng,
TAC1082,3182550940153,TA hạt cho chó - Hypoallergenic Small Dog 1kg,Bao,
TAC1084,8850477803039,SmartHeart Adult Dog Chicken And Liver Flavor- 3kg ( 4 x 1 / Carton ),Gói,
TAC1086,8938519869240,Hạt rau chó,Gói,
TAC1086,497655585823407,,Hộp,
TAC1087,8850477832350,SmartHeart Adult Dog Toy Breed Chicken And Liver Flavor 2.7kg ( 4 x 1 / Carton ),Gói,
TAC1088,8850477832022,SmartHeart Adult Dog Toy Breed Chicken And Liver Flavor 1.3kg ( 6 x 1 / Carton ),Gói,
TAC1091,8809421700559,TA hỗn hợp - Optipet eye care,Gói,
TAC1092,8809421700542,TA hỗn hợp - Optipet Joint care,Gói,
TAC1093,8809421700566,TA hỗn hợp - Optipet skin care,Gói,
TAC1094,8809421700641,TA hỗn hợp - Optipet Omega & Vitamin,Gói,
TAC1096,8809421701105,"TA hỗn hợp - Optipet chewable C, 120gr/hộp",Viên,
TAC1096,497655585823642,,Hộp,
TAC1097,8809421701099,"TA hỗn hợp - Optipet chewable U, 120gr/hộp",Viên,
TAC1097,497655585823643,,Hộp,
TAC1100,8809167911448,TA HỖN HỢP HOÀN CHỈNH HƯƠNG GÀ CHO CHÓ DR. HEALMEDIX ULTRA HYPOALLERGENIC K-1000 PLUS 1500GR,Túi,
TAC1101,8809243593100,TA cho chó-Natural Core ECO1 Lamb 1kg SB,Gói,
TAC1102,8809243593148,TA cho chó-Natural Core ECO2 Duck 1kg SB,Gói,
TAC1103,8809243593926,TA cho chó-Natural Core ECO10 Vegetarian dog 1kg,Gói,
TAC1104,8809243593285,TA cho chó-Natural Core ECO6 Sensitive salmon 1kg,Gói,
TAC1105,8936160990641,"TAHH cho chó Grandmagic, túi 1kg (12 túi / bao 12kg)",Gói,
TAC1105,497655585823572,,Bao,
TAC1106,8850477803053,SmartHeart Adult Dog Chicken And Liver Flavor- 1.5kg ( 6 x 1 / Carton ),Gói,
TAC1108,8809243593223,TA cho chó-Natural Core ECO5a Puppy 1kg,Gói,
TAC1110,8850477025059,Smartheart Gold Indoor Small Breed Adult - 1kg ( 12 x 1 / Carton ),Gói,
TAC1111,8809167911196,"TA HỖN HỢP HOÀN CHỈNH CHỨA GẠO LỨT, BỘT THỊT GÀ THỦY PHÂN, DẦU GÀ TINH LUYỆN, BỘT TRỨNG, BỘT GÀ, DẦU CÁ TRÍCH CHO CHÓ DR.HEALMEDIX CARDIAC 1500GR",Túi,
TAC1112,8809167911424,TA HỖN HỢP HOÀN CHỈNH HƯƠNG GÀ CHO CHÓ PREMIUM DR. HEAL SKIN CARE 1600GR,Túi,
TAC1113,8936206530305,KEOS+ TAHH cho chó trưởng thành với công thức hỗ trợ tiêu hóa - Box 9 kg (6x1.5kg),Gói,
TAC1113,497655585823430,,Thùng,
TAC1114,8936206530374,KEOS+ TAHH dành cho các giống chó nhỏ (trưởng thành) thịt cừu và gạo-Box 9 kg (6x1.5kg),Gói,
TAC1114,497655585823435,,Thùng,
TAC1115,8936206530442,KEOS+ TAHH cho chó trưởng thành dành cho các giống chó có nhu cầu năng lượng cao-Box 9 kg(6x1.5kg),Gói,
TAC1115,497655585823429,,Thùng,
TAC1116,8936206531364,KEOS TAHH cho chó trưởng thành vị cá biển & rau củ - Box 9 kg (6x1.5kg),Gói,
TAC1116,497655585823422,,Thùng,
TAC1117,8936206530091,KEOS TAHH cho chó trưởng thành vị bò & rau củ-Box 9 kg (6x1.5kg),Gói,
TAC1117,497655585823421,,Thùng,
TAC1118,8936206530169,KEOS TAHH cho chó trưởng thành vị gà & rau củ-Box 9 kg (6x1.5kg),Gói,
TAC1118,497655585823423,,Thùng,
TAC1119,8936206530022,"KEOS TAHH cho chó con vị sữa, gà & trứng-Box 9 kg (6x1.5kg)",Gói,
TAC1119,497655585823420,,Thùng,
TAC1120,8809658250537,Today`s dinner - TA hạt cho chó mọi lứa tuổi 1kg,Túi,
TAC1121,8809844870204,"TABS cho chó - Aller-zero (for Dog), 1 gói/1.2kg",Gói,
TAC1122,8809172312933,"Pure Nature Duck And Potatoes (1.2Kg/Túi) - TA Hỗn Hợp Hoàn Chỉnh Cho Chó, 200Gx6Gói",Túi,
TAC1123,8809172311011,"Pure Nature Duck And Potatoes (5Kg/Túi) - TA Hỗn Hợp Hoàn Chỉnh Cho Chó, 500Gx10Gói",Gói,
TAC1123,497655585823549,,Túi,
TAC1124,8809172312940,"Pure Nature Salmon And Potatoes (1.2Kg/Túi) - TA Hỗn Hợp Hoàn Chỉnh Cho Chó, 200Gx6Gói",Túi,
TAC1125,8809172311028,"Pure Nature Salmon And Potatoes (5Kg/Túi)- TA Hỗn Hợp Hoàn Chỉnh Cho Chó, 500Gx10Gói",Gói,
TAC1125,497655585823551,,Túi,
TAC1126,8809172312957,"Pure Nature Lamd And Sweet Potatoes (1.2Kg/Túi) - TA Hỗn Hợp Hoàn Chỉnh Cho Chó, 200Gx6Gói",Túi,
TAC1127,8809172311035,"Pure Nature Lamd And Sweet Potatoes (5Kg/Túi) - TA Hỗn Hợp Hoàn Chỉnh Cho Chó, 500Gx10Gói",Gói,
TAC1127,497655585823550,,Túi,
TAC1128,8809167911325,"TA HỖN HỢP HOÀN CHỈNH CHỨA THỊT GÀ THỦY PHÂN, TRỨNG CỦ CẢI ĐƯỜNG CHO CHÓ DR. HEALMEDIX INTESTINAL LOW FAT 1500GR",Túi,
TAC1129,8850477812352,SmartHeart Small Breeds Roast Beef Flavor -2.7kg (4 x1/Carton),Gói,
TAC1130,3182550793728,"TA hạt cho chó - Xsmall Adult 1,5kg",Bao,
TAC1131,89938534079865,TA hạt cho chó - Xsmall Puppy 500g,Bao,
TAC1132,89938534079883,Ganador Adult Roasted Beef Flavor-Thùng12kg(4x3kg)-TA chó,Gói,
TAC1132,497655585823400,,Thùng,
TAC1133,89938534079884,SmartHeart Gold Canine Veterinary Diet Gastro Intestinal - 1.5kg ( 6 x 1/Carton ),Gói,
TAC1134,4520699621585,TA khô GranDeli vị bò 700g chó TT,Gói,
TAC1135,8850477013339,Smartheart Power Pack Adult Small Breed - 1kg x 12gói,Gói,
TAC1136,8809882772874,TA cho chó -Zenith Puppy Chicken - 1.2kg,Gói,
TAC1137,8809882772881,TA cho chó -Zenith Adult Chicken - 1.2kg,Gói,
TAC1138,8809882772942,TA cho chó -Zenith Puppy Chicken - 3kg,Gói,
TAC1139,8809882772959,TA cho chó -Zenith Adult Chicken - 3kg,Gói,
TAC1140,8809167911318,TA HỖN HỢP HOÀN CHỈNH CHO CHÓ DR.HEALMEDIX MOBILITY 1500GR,Túi,
TAC1143,8809421700573,"TA hỗn hợp - Optipet daily care, 300gr/gói",Gói,
TAC1144,8809293595406,"TA hỗn hợp hoàn chỉnh cho chó - ANF 6Free+Indoor Dog Salmon & White Fish 5,6kg",Túi,
TAC1145,8809293595383,"TA hỗn hợp hoàn chỉnh cho chó - ANF 6Free+Indoor Dog Lamb & Rice 5,6kg",Túi,
TAC1146,497655585822982,"TA hỗn hợp hoàn chỉnh cho chó - ANF 6Free+Indoor Dog Duck & Salmon 5,6kg",Túi,
TAC1335,4520699622995,TAkhôGranDeli vị phô mai 700g chóTT,Gói,
TAC2001,9003579000748,TA dạng sệt cho chó - Renal Canine 410g,Lon,
TAC2002,9003579008218,TA dạng sệt cho chó - Mini Puppy 12x85g,Gói,
TAC2002,497655585823622,,Hộp,
TAC2003,9003579008256,TA dạng sệt cho chó - Mini Adult 12x85g,Gói,
TAC2003,497655585823621,,Hộp,
TAC2004,9003579001653,TA dạng sệt cho chó - Poodle 12x85g,Gói,
TAC2004,497655585823623,,Hộp,
TAC2008,9555570903426,TA Dr Coddle for Dog Digestion,Hộp,
TAC2009,9555570903427,TA Dr Coddle for Dog Immunity,Hộp,
TAC2010,9555570903428,TA Dr Coddle for Dog Joint,Hộp,
TAC2011,9555570903429,TA Dr Coddle for Dog Skin & Coat,Hộp,
TAC2012,8009470013093,TA hỗn hợp hoàn chỉnh (hương vị thịt heo ) cho chó 1 thùng = 100gr x 32 hộp,Hộp,
TAC2013,8009470013253,TA hỗn hợp hoàn chỉnh (hương vị thịt heo và thơm) cho chó 1 thùng = 100gr x 32 hộp,Hộp,
TAC2014,8009470013086,TA hỗn hợp hoàn chỉnh (hương vị cá hồi ) cho chó 1 thùng = 100gr x 32 hộp,Hộp,
TAC2015,8009470013246,TA hỗn hợp hoàn chỉnh (hương vị cá hồi và lê) cho chó 1 thùng = 100gr x 32 hộp,Hộp,
TAC2016,8009470013215,TA hỗn hợp hoàn chỉnh (hương vị thịt gà và phúc bồn tử) cho chó 1 thùng = 100gr x 32 hộp,Hộp,
TAC2017,8009470013208,TA hỗn hợp hoàn chỉnh (hương vị thịt gà tây và quả việt quất) cho chó 1 thùng = 100gr x 32 hộp,Hộp,
TAC2018,8009470013031,TA hỗn hợp hoàn chỉnh (hương vị cá thịt gà và rau) cho chó 1 thùng = 100gr x 32 hộp,Hộp,
TAC2019,8009470013062,TA hỗn hợp hoàn chỉnh (hương vị thịt gà) cho chó 1 thùng = 100gr x 32 hộp,Hộp,
TAC2020,8009470013239,TA hỗn hợp hoàn chỉnh (hương vị thịt vịt và cam) cho chó 1 thùng = 100gr x 32 hộp,Hộp,
TAC2021,8009470013048,TA hỗn hợp hoàn chỉnh (hương vị thịt vịt) cho chó 1 thùng = 100gr x 32 hộp,Hộp,
TAC2022,8009470013017,TA hỗn hợp hoàn chỉnh (hương vị cá ngừ) cho chó 1 thùng = 100gr x 32 hộp,Hộp,
TAC2023,8009470013024,TA hỗn hợp hoàn chỉnh (hương vị thịt gà tây) cho chó 1 thùng = 100gr x 32 hộp,Hộp,
TAC2024,8850081810119,TA ướt Hug With lamb liver mince in gravy (Thùng 48 túi x 120g),Túi,
TAC2024,497655585823678,,Thùng,
TAC2025,8850081810126,TA ướt  Hug Chicken with sweet potato (Thùng 48 túi x 120g),Túi,
TAC2025,497655585823675,,Thùng,
TAC2026,9556106019107,TA ướt cho chó Hug Chicken with vegetable (Thùng 12 lon x 400g),Lon,
TAC2026,497655585823676,,Thùng,
TAC2027,8850081810140,TA ướt  Hug With lamb liver and vegetable (Thùng 48 túi x 120g),Túi,
TAC2027,497655585823677,,Thùng,
TAC2028,9556106019121,TA ướt cho chó Hug Chicken (Thùng 12 lon x 400g),Lon,
TAC2028,497655585823672,,Thùng,
TAC2029,9556106019114,TA ướt cho chó Hug Chicken with beef liver (Thùng 12 lon x 400g),Lon,
TAC2029,497655585823673,,Thùng,
TAC2030,8850081810133,TA ướt cho chó Hug Chicken with pumpkin (Thùng 48 túi x 120g),Túi,
TAC2030,497655585823674,,Thùng,
TAC2031,8853301530019,Thuc An Cho-Vi Bo nau sot 130g,Túi,
TAC2031,497655585823613,,Hộp,
TAC2032,8853301530033,Thuc An Cho-Vi Ga va Bo xong khoi 130g,Túi,
TAC2032,497655585823616,,Hộp,
TAC2033,8853301530026,Thuc An Cho-Vi Ga nau sot 130g_N,Túi,
TAC2033,497655585823615,,Hộp,
TAC2034,8853301530057,Thuc An Cho con-Vi Ga nau sot 130g_N,Túi,
TAC2034,497655585823608,,Hộp,
TAC2035,8853301530309,Sot cho lon-Vi gan nuong & rau 130g_N,Túi,
TAC2035,497655585823561,,Hộp,
TAC2036,8853301530293,SOT CHO LON-BO HAM VA RAU CU 130G_N,Túi,
TAC2036,497655585823560,,Hộp,
TAC2037,8850477814400,Smartheart Beef & Liver - 400 gm.,Hộp,
TAC2038,8850477015913,SmartHeart Chicken Formula- 400g ( 24 x 1 / Carton ),Lon,
TAC2039,8850477015944,SmartHeart Chicken Stew With Vegetables- 400g ( 24 x 1 / Carton ),Lon,
TAC2040,8850477006300,SmartHeart Chicken With Smoked Sausage- 400g ( 24 x 1 / Carton ),Lon,
TAC2041,8850477004689,SmartHeart Chicken With Vegetables- 400g ( 24 x 1 / Carton ),Lon,
TAC2042,8850477004672,SmartHeart Beef Stew With Vegetables- 400g ( 24 x 1 / Carton ),Lon,
TAC2043,8850477015920,SmartHeart Beef & Vegetable- 400g ( 24 x 1 / Carton ),Lon,
TAC2044,8850477015906,SmartHeart Lamb- 400g ( 24 x 1 / Carton ),Lon,
TAC2045,8850477834408,Smartheart Chicken & Liver - 400 gm,Hộp,
TAC2046,8009470014465,"TA hỗn hợp hoàn chỉnh cho chó hương vị thịt heo MONGE FRESH ADULT DOGS CHUNKS IN LOAF PORK, 1 thùng=400grx24",Lon,
TAC2047,8009470014472,"TA hỗn hợp hoàn chỉnh cho chó hương vị thịt gà MONGE FRESH ADULT DOGS CHUNKS IN LOAF CHICKEN, 1 thùng=400grx24",Lon,
TAC2048,8009470014564,"TA hỗn hợp hoàn chỉnh cho chó hương vị thịt vịt MONGE FRESH ADULT DOGS CHUNKS IN LOAF WITH DUCK, 1 thùng=400grx24",Lon,
TAC2060,8938529672182,Bánh thưởng cấp nước giò heo hầm King's Pet cho chó lớn 380g,Lon,
TAC2061,8938551644089,LaPaw Gourmet Completed Food for DOG - Beef & Vegetable 375g/ TA hoàn chỉnh cho Chó - Vị Bò và Rau tươi 375g,Hộp,
TAC2062,8938551644416,LaPaw Gourmet Completed Food for DOG - Chicken & Vegetable 375g/ TA hoàn chỉnh cho chó - Vị Gà và Rau tươi 375g,Hộp,
TAC2067,8859557807066,Ostech Dog Food - Beef Flavour - 400 GR,Hộp,
TAC2068,8859557807073,Ostech Dog Food - Chicken Flavour - 400 GR,Hộp,
TAC2069,8859557807080,Ostech Dog Food - Chicken and Liver Flavour - 400 GR,Hộp,
TAC2070,8859557807097,Ostech Dog Food - Lamb Flavour - 400 GR,Hộp,
TAC2071,8859557807103,Ostech Dog Food - Chicken and Lamb Flavour - 400 GR,Hộp,
TAC2072,8859557807110,Ostech Dog Food - Chicken and Tuna Flavour - 400 GR,Hộp,
TAC2073,8859557807127,Ostech Dog Food - Beef and Liver Flavour - 400 GR,Hộp,
TAC2074,8859557807134,"Ostech Dog Food - Beef, Rice and Vegetable Flavour - 400 GR",Hộp,
TAC2075,8857127462882,Moochie TA cho chó vị gà 85g (gói),Gói,
TAC2075,497655585823473,,Thùng,
TAC2076,8857127462905,Moochie TA cho chó vị cá hồi 85g (gói),Gói,
TAC2076,497655585823472,,Thùng,
TAC2077,8857127462929,Moochie TA cho chó vị bò 85g (gói),Gói,
TAC2077,497655585823471,,Thùng,
TAC2078,8857127462943,Moochie TA cho chó vị thịt vịt 85g (gói),Gói,
TAC2078,497655585823476,,Thùng,
TAC2079,8857127462967,Moochie TA cho chó vị gan gà 85g (gói),Gói,
TAC2079,497655585823475,,Thùng,
TAC2080,8857127462981,Moochie TA cho chó vị gà tây 85g (gói),Gói,
TAC2080,497655585823474,,Thùng,
TAC2081,8850477833456,Smartheart Chicken Flavor Chunk In Gravy 130 gm.,Gói,
TAC2082,8850477023482,SmartHeart Roasted Duck Flavor 120g (48 x 1/Carton),Gói,
TAC2083,8850477018143,SmartHeart Beef Chunk in Gravy Bulgogi Flavor 120g (48 x 1/Carton),Gói,
TAC2084,8850477022829,SmartHeart Chicken Chunk in Gravy Teriyaki Flavor 120g (48 x 1/Carton),Gói,
TAC2085,8850477018105,SmartHeart Chicken Chunk in Gravy Bacon & Egg Flavor 120g (48 x 1/Carton),Gói,
TAC2086,8850477004795,SmartHeart Beef and Cheese Lasagna Flavor 120g (48 x 1/Carton),Gói,
TAC2087,8850477837454,Smartheart Chicken & Liver Flavor In Jelly 130 gm.,Gói,
TAC2088,8850477833159,SmartHeart Puppy Chicken Flavor Chunk In Gravy - 130 gm,Gói,
TAC2089,8850477816459,SmartHeart Beef Flavor Chunk In Gravy - 130 gm,Gói,
TAC2094,8850477023536,A Pro I.Q. Formula Beef Flavor- 400g (24 x 1/Carton ),Lon,
TAC2095,8850477028807,A Pro I.Q. Formula Beef Flavor Chunk In Gravy- 400g (24 x 1/Carton ),Lon,
TAC2096,8850477023529,A Pro I.Q. Formula Chicken Flavor- 400g ( 24 x 1/Carton ),Lon,
TAC2097,8850477028814,A Pro I.Q. Formula Liver Flavor Chunk In Gravy- 400g ( 24 x 1/Carton ),Lon,
TAC2106,8009470014489,"TA hỗn hợp hoàn chỉnh cho chó hương vị gà tây MONGE FRESH SENIOR DOGS CHUNKS IN LOAF TURKEY WITH VEGETABLES, 1 thùng=400grx24",Lon,
TAC2107,8009470014502,TA hỗn hợp hoàn chỉnh cho chó-Monge VetSolution Dermatosis Canine 150g x 24 hộp/thùng,Hộp,
TAC2108,8009470014519,TA hỗn hợp hoàn chỉnh cho chó-Monge VetSolution Gastrointestinal Canine 150g x 24 hộp/thùng,Hộp,
TAC2109,8009470014526,TA hỗn hợp hoàn chỉnh cho chó-Monge VetSolution Renal and Oxalate Canine 150g x 24 hộp/thùng,Hộp,
TAC2110,8009470014533,TA hỗn hợp hoàn chỉnh cho chó-Monge VetSolution Recovery Canine 150g x 24hộp/thùng,Hộp,
TAC2111,8850477023475,SmartHeart Puppy Chicken Meat With Egg And Carrot - 400g ( 24 x 1 / Carton ),Lon,
TAC2113,9003579307717,TA dạng sệt cho chó/mèo - Recovery Fel/Can Can 195gr,Lon,
TAC2114,497655585822862,TA dạng sệt cho chó - Urinary Canine (12x100g) Gravy,Gói,
TAC2114,497655585823624,,Hộp,
CTPPHU1001,4976555816570,Que da bò cuốn thịt vị gà-vịt-gan 6 cây #81657,Túi,
CTPPHU1002,5010394984577,Banh xuong cho nho vi ga 105G-7stix,Gói,
CTPPHU1003,8853301100229,Banh xuong cho nho vi bo 105G-7stix,Gói,
CTPPHU1004,5010394984584,Banh xuong cho lon vi ga 172G-7stix,Gói,
CTPPHU1005,8809039026263,TA Cheese ball - 100g,Gói,
CTPPHU1006,8809039023538,TA Lamb cheese sand - 100g,Gói,
CTPPHU1007,8809039021022,TA Mixed snacks - 150g,Gói,
CTPPHU1008,8809039023507,TA Bowwow Cheese Sausage - 240g,Gói,
CTPPHU1009,8851393000724,Banh xuong cho kieng 60g Vi Ga 2026,Gói,
CTPPHU1009,497655585824008,,Thùng,
CTPPHU1010,8809039026270,TA cho chó - Cheese ball carrot - 100g,Gói,
CTPPHU1011,8853301200325,Pedigree dentastix puppy 56g (vị gà),Túi,
CTPPHU1011,497655585824053,,Hộp,
CTPPHU1011,497655585824054,,Thùng,
CTPPHU1016,697884409079-9,Banh xuong cho lon vi bo 172G - 7stix,Gói,
CTPPHU1016,497655585824396,,Hộp,
CTPPHU1016,497655585824397,,Thùng,
CTPPHU1020,8853301011327-,SMK-T/a vat Cho huong bo xong khoi 70g,Túi,
CTPPHU1020,4976555858233380,,Hộp,
CTPPHU1020,4976555858233390,,Thùng,
CTPPHU1021,8853301011310-,SMK-T/a vat Cho huong gan nuong 70g,Túi,
CTPPHU1021,4976555858233400,,Hộp,
CTPPHU1021,4976555858233410,,Thùng,
SCP1002,611974846114,Sữa cho Chó với Glucosamine 1L,Chai,
SCP1007,8938519869301,Sữa Chó Predogen Gold 400g,Lon,
SCP1008,8938519869318,Sữa  cho Chó Predogen Gold 100g,Hộp,
SN1159,8936217430090,Gà miếng sấy 45g,Gói,
SNC1001,4976555816174,Xương da bò tự nhiên size nhỏ 5 cây #81617,Túi,
SNC1002,4976555816242,Que da bò chlorophyll 10 cây #81624,Túi,
SNC1003,4976555823981,Xương nơ hương sữa 110g #82398,Túi,
SNC1004,4976555823998,Que gặm hương sữa 120g #82399,Túi,
SNC1005,4976555824001,Que gặm hương sữa mini 120g #82400,Túi,
SNC1006,4976555819380,Que gặm hương phô mai 120g #81938,Túi,
SNC1007,4976555819397,Que gặm hương phô mai size mini 120g #81939,Túi,
SNC1008,4976555821024,Thanh gà sấy 70g #82102,Túi,
SNC1009,4976555816518,Sợi gà sấy dẻo 80g #81651,Túi,
SNC1010,4976555816501,Thanh gà sấy dẻo 80g #81650,Túi,
SNC1011,4976555820591,Que cuốn thịt gà 10 cây #82059,Túi,
SNC1012,4976555820607,Que cuốn thịt gà mini 20 cây #82060,Túi,
SNC1013,4976555821031,Xúc xích gà sấy 80g #82103,Túi,
SNC1014,4976555816525,Que da bò nhúng thịt gà 10 cây #81652,Túi,
SNC1015,4976555816273,Xương cuốn thịt gà #81627,Túi,
SNC1016,4976555819960,Bánh quy rau củ cho chó size nhỏ 160gr #81996,Túi,
SNC1017,4976555822779,Bánh quy sữa cho chó size nhỏ 180gr #82277,Túi,
SNC1018,4976555821000,Miếng gà sấy bổ sung thịt bò 90g #82100,Túi,
SNC1019,8853301014359,SMK Cho Con-TA vat Cho-QUE Sua Trung 70g,Túi,
SNC1019,497655585823332,,Hộp,
SNC1019,497655585823333,,Thùng,
